Electoral wards and divisions Code,Electoral wards and divisions,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E05013916,Manor Park (Newham),15,Economically inactive: Retired,1080
E05013916,Manor Park (Newham),16,Economically inactive: Student,1101
E05013916,Manor Park (Newham),17,Economically inactive: Looking after home or family,1450
E05013916,Manor Park (Newham),18,Economically inactive: Long-term sick or disabled,492
E05013916,Manor Park (Newham),19,Economically inactive: Other,775
E05013917,Maryland,-8,Does not apply,2192
E05013917,Maryland,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1215
E05013917,Maryland,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3459
E05013917,Maryland,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,51
E05013917,Maryland,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,169
E05013917,Maryland,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,427
E05013917,Maryland,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,779
E05013917,Maryland,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,558
E05013917,Maryland,8,Economically active and a full-time student: In employment: Employee: Part-time,215
E05013917,Maryland,9,Economically active and a full-time student: In employment: Employee: Full-time,94
E05013917,Maryland,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,5
E05013917,Maryland,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,4
E05013917,Maryland,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,32
E05013917,Maryland,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,21
E05013917,Maryland,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,100
E05013917,Maryland,15,Economically inactive: Retired,869
E05013917,Maryland,16,Economically inactive: Student,772
E05013917,Maryland,17,Economically inactive: Looking after home or family,655
E05013917,Maryland,18,Economically inactive: Long-term sick or disabled,357
E05013917,Maryland,19,Economically inactive: Other,482
E05013918,Plaistow North,-8,Does not apply,4182
E05013918,Plaistow North,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1878
E05013918,Plaistow North,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3905
E05013918,Plaistow North,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,90
E05013918,Plaistow North,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,184
E05013918,Plaistow North,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,592
E05013918,Plaistow North,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,791
E05013918,Plaistow North,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,678
E05013918,Plaistow North,8,Economically active and a full-time student: In employment: Employee: Part-time,262
E05013918,Plaistow North,9,Economically active and a full-time student: In employment: Employee: Full-time,98
E05013918,Plaistow North,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,8
E05013918,Plaistow North,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,6
E05013918,Plaistow North,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,26
E05013918,Plaistow North,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,21
E05013918,Plaistow North,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,173
E05013918,Plaistow North,15,Economically inactive: Retired,1356
E05013918,Plaistow North,16,Economically inactive: Student,1225
E05013918,Plaistow North,17,Economically inactive: Looking after home or family,1432
E05013918,Plaistow North,18,Economically inactive: Long-term sick or disabled,621
E05013918,Plaistow North,19,Economically inactive: Other,763
E05013919,Plaistow South,-8,Does not apply,3039
E05013919,Plaistow South,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1255
E05013919,Plaistow South,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2971
E05013919,Plaistow South,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,63
E05013919,Plaistow South,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,152
