Electoral wards and divisions Code,Electoral wards and divisions,Household composition (15 categories) Code,Household composition (15 categories),Observation
E05014027,Wandsworth Common,14,"Other household types: Other, including all full-time students and all aged 66 years and over",717
E05014028,Wandsworth Town,-8,Does not apply,0
E05014028,Wandsworth Town,1,One-person household: Aged 66 years and over,471
E05014028,Wandsworth Town,2,One-person household: Other,2154
E05014028,Wandsworth Town,3,Single family household: All aged 66 years and over,191
E05014028,Wandsworth Town,4,Single family household: Married or civil partnership couple: No children,636
E05014028,Wandsworth Town,5,Single family household: Married or civil partnership couple: Dependent children,928
E05014028,Wandsworth Town,6,Single family household: Married or civil partnership couple: All children non-dependent,190
E05014028,Wandsworth Town,7,Single family household: Cohabiting couple family: No children,1339
E05014028,Wandsworth Town,8,Single family household: Cohabiting couple family: With dependent children,145
E05014028,Wandsworth Town,9,Single family household: Cohabiting couple family: All children non-dependent,18
E05014028,Wandsworth Town,10,Single family household: Lone parent family: With dependent children,426
E05014028,Wandsworth Town,11,Single family household: Lone parent family: All children non-dependent,325
E05014028,Wandsworth Town,12,Other household types: Other related household: Other family composition,192
E05014028,Wandsworth Town,13,Other household types: With dependent children,143
E05014028,Wandsworth Town,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1143
E05014029,West Hill (Wandsworth),-8,Does not apply,0
E05014029,West Hill (Wandsworth),1,One-person household: Aged 66 years and over,625
E05014029,West Hill (Wandsworth),2,One-person household: Other,1239
E05014029,West Hill (Wandsworth),3,Single family household: All aged 66 years and over,244
E05014029,West Hill (Wandsworth),4,Single family household: Married or civil partnership couple: No children,534
E05014029,West Hill (Wandsworth),5,Single family household: Married or civil partnership couple: Dependent children,1077
E05014029,West Hill (Wandsworth),6,Single family household: Married or civil partnership couple: All children non-dependent,264
E05014029,West Hill (Wandsworth),7,Single family household: Cohabiting couple family: No children,493
E05014029,West Hill (Wandsworth),8,Single family household: Cohabiting couple family: With dependent children,206
E05014029,West Hill (Wandsworth),9,Single family household: Cohabiting couple family: All children non-dependent,36
E05014029,West Hill (Wandsworth),10,Single family household: Lone parent family: With dependent children,527
E05014029,West Hill (Wandsworth),11,Single family household: Lone parent family: All children non-dependent,358
E05014029,West Hill (Wandsworth),12,Other household types: Other related household: Other family composition,136
E05014029,West Hill (Wandsworth),13,Other household types: With dependent children,203
E05014029,West Hill (Wandsworth),14,"Other household types: Other, including all full-time students and all aged 66 years and over",657
E05014030,West Putney,-8,Does not apply,0
E05014030,West Putney,1,One-person household: Aged 66 years and over,841
E05014030,West Putney,2,One-person household: Other,1390
E05014030,West Putney,3,Single family household: All aged 66 years and over,366
E05014030,West Putney,4,Single family household: Married or civil partnership couple: No children,592
E05014030,West Putney,5,Single family household: Married or civil partnership couple: Dependent children,1126
E05014030,West Putney,6,Single family household: Married or civil partnership couple: All children non-dependent,307
E05014030,West Putney,7,Single family household: Cohabiting couple family: No children,650
E05014030,West Putney,8,Single family household: Cohabiting couple family: With dependent children,163
E05014030,West Putney,9,Single family household: Cohabiting couple family: All children non-dependent,21
E05014030,West Putney,10,Single family household: Lone parent family: With dependent children,399
E05014030,West Putney,11,Single family household: Lone parent family: All children non-dependent,354
E05014030,West Putney,12,Other household types: Other related household: Other family composition,116
E05014030,West Putney,13,Other household types: With dependent children,185
E05014030,West Putney,14,"Other household types: Other, including all full-time students and all aged 66 years and over",634
E05014053,Abbey (Barking and Dagenham),-8,Does not apply,0
E05014053,Abbey (Barking and Dagenham),1,One-person household: Aged 66 years and over,48
E05014053,Abbey (Barking and Dagenham),2,One-person household: Other,295
E05014053,Abbey (Barking and Dagenham),3,Single family household: All aged 66 years and over,13
E05014053,Abbey (Barking and Dagenham),4,Single family household: Married or civil partnership couple: No children,131
E05014053,Abbey (Barking and Dagenham),5,Single family household: Married or civil partnership couple: Dependent children,382
E05014053,Abbey (Barking and Dagenham),6,Single family household: Married or civil partnership couple: All children non-dependent,51
E05014053,Abbey (Barking and Dagenham),7,Single family household: Cohabiting couple family: No children,71
E05014053,Abbey (Barking and Dagenham),8,Single family household: Cohabiting couple family: With dependent children,35
E05014053,Abbey (Barking and Dagenham),9,Single family household: Cohabiting couple family: All children non-dependent,2
E05014053,Abbey (Barking and Dagenham),10,Single family household: Lone parent family: With dependent children,112
E05014053,Abbey (Barking and Dagenham),11,Single family household: Lone parent family: All children non-dependent,42
E05014053,Abbey (Barking and Dagenham),12,Other household types: Other related household: Other family composition,40
E05014053,Abbey (Barking and Dagenham),13,Other household types: With dependent children,118
E05014053,Abbey (Barking and Dagenham),14,"Other household types: Other, including all full-time students and all aged 66 years and over",79
E05014054,Alibon,-8,Does not apply,0
E05014054,Alibon,1,One-person household: Aged 66 years and over,259
E05014054,Alibon,2,One-person household: Other,485
E05014054,Alibon,3,Single family household: All aged 66 years and over,114
E05014054,Alibon,4,Single family household: Married or civil partnership couple: No children,201
